driver_id,phase,week_start,trips,distance_km,speeding_sum,harsh_brake_sum,rapid_accel_sum,swerve_sum,total_events_sum,mean_ubpk,rate_events_per_km,rate_speeding_per_km,rate_harsh_brake_per_km,rate_rapid_accel_per_km,rate_swerve_per_km,rate_total_events_per_km
06fc09066ff54ee0b0298ef00f80d42d,pre,2025-01-21,1,11.887222376848255,0,9,8,3,20,1.682478830290272,1.682478830290272,0.0,0.7571154736306224,0.6729915321161088,0.2523718245435408,1.682478830290272
06fc09066ff54ee0b0298ef00f80d42d,pre,2025-02-18,2,10.898430395160965,0,9,3,2,14,1.3485025380856106,1.2845886510608142,0.0,0.8258069899676663,0.2752689966558888,0.18351266443725917,1.2845886510608142
06fc09066ff54ee0b0298ef00f80d42d,pre,2025-03-11,2,5.719193092474804,0,2,3,4,9,1.5476337022449371,1.5736485644875349,0.0,0.34969968099723,0.524549521495845,0.69939936199446,1.5736485644875349
06fc09066ff54ee0b0298ef00f80d42d,pre,2025-03-25,1,5.178653877708627,0,3,3,2,8,1.5448029910698955,1.5448029910698955,0.0,0.5793011216512108,0.5793011216512108,0.3862007477674739,1.5448029910698955
06fc09066ff54ee0b0298ef00f80d42d,pre,2025-04-08,1,4.704244056599274,0,2,4,2,8,1.7005920406653492,1.7005920406653492,0.0,0.4251480101663373,0.8502960203326746,0.4251480101663373,1.7005920406653492
0f67d8169e91426a88b8a32e5eb5dce0,post,2025-04-22,1,3.087166290761443,0,1,0,0,1,0.3239216504120845,0.32392165041208454,0.0,0.32392165041208454,0.0,0.0,0.32392165041208454
0f67d8169e91426a88b8a32e5eb5dce0,post,2025-04-29,2,10.061733067944342,0,3,5,4,12,1.1648800601407132,1.1926374829233723,0.0,0.2981593707308431,0.4969322845514051,0.39754582764112406,1.1926374829233723
0f67d8169e91426a88b8a32e5eb5dce0,post,2025-05-13,1,3.86203488362286,0,3,0,0,3,0.7767925693063107,0.7767925693063107,0.0,0.7767925693063107,0.0,0.0,0.7767925693063107
0f67d8169e91426a88b8a32e5eb5dce0,post,2025-05-20,2,8.458182689705962,0,3,2,5,10,1.5599158048547666,1.1822870664842116,0.0,0.35468611994526344,0.2364574132968423,0.5911435332421058,1.1822870664842116
0f67d8169e91426a88b8a32e5eb5dce0,post,2025-06-03,1,6.459530277182829,0,3,1,1,5,0.7740500911748388,0.7740500911748388,0.0,0.46443005470490323,0.15481001823496776,0.15481001823496776,0.7740500911748388
0f67d8169e91426a88b8a32e5eb5dce0,pre,2024-12-31,1,6.306477215901631,0,1,0,5,6,0.9514027871013542,0.9514027871013542,0.0,0.15856713118355903,0.0,0.7928356559177951,0.9514027871013542
0f67d8169e91426a88b8a32e5eb5dce0,pre,2025-01-21,1,2.959160353284296,0,1,2,3,6,2.027602185647275,2.027602185647275,0.0,0.3379336976078791,0.6758673952157582,1.0138010928236374,2.027602185647275
0f67d8169e91426a88b8a32e5eb5dce0,pre,2025-02-11,1,3.0964372144515044,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0f67d8169e91426a88b8a32e5eb5dce0,pre,2025-03-04,1,2.8887916131826232,0,1,3,3,7,2.4231585165424927,2.4231585165424927,0.0,0.34616550236321325,1.0384965070896397,1.0384965070896397,2.4231585165424927
0f67d8169e91426a88b8a32e5eb5dce0,pre,2025-04-01,1,3.87448765022603,0,1,1,1,3,0.7742959252496225,0.7742959252496225,0.0,0.2580986417498742,0.2580986417498742,0.2580986417498742,0.7742959252496225
17dec2934ccd42d7b02d4264290dec04,post,2025-04-22,1,5.365986780023746,0,3,2,0,5,0.9317950649102928,0.9317950649102928,0.0,0.5590770389461757,0.37271802596411713,0.0,0.9317950649102928
17dec2934ccd42d7b02d4264290dec04,post,2025-04-29,1,4.852314397688193,0,3,1,1,5,1.030436115677535,1.030436115677535,0.0,0.618261669406521,0.206087223135507,0.206087223135507,1.030436115677535
17dec2934ccd42d7b02d4264290dec04,post,2025-05-06,2,4.059375172358235,0,2,3,1,6,1.3976029558708762,1.478059983431979,0.0,0.49268666114399295,0.7390299917159895,0.24634333057199648,1.478059983431979
17dec2934ccd42d7b02d4264290dec04,post,2025-05-13,1,7.199109740672601,0,7,5,3,15,2.08359096337356,2.0835909633735596,0.0,0.9723424495743278,0.6945303211245198,0.4167181926747119,2.0835909633735596
17dec2934ccd42d7b02d4264290dec04,post,2025-05-27,1,8.692135997463707,0,4,5,2,11,1.2655117226893031,1.2655117226893031,0.0,0.4601860809779284,0.5752326012224105,0.2300930404889642,1.2655117226893031
17dec2934ccd42d7b02d4264290dec04,post,2025-06-03,1,7.205827703028726,0,4,2,3,9,1.2489890642565815,1.2489890642565815,0.0,0.5551062507807029,0.27755312539035143,0.4163296880855271,1.2489890642565815
17dec2934ccd42d7b02d4264290dec04,post,2025-06-10,2,7.200937066810231,0,5,0,0,5,0.7283274509478983,0.6943540755335096,0.0,0.6943540755335096,0.0,0.0,0.6943540755335096
17dec2934ccd42d7b02d4264290dec04,pre,2025-01-21,2,9.025209469039517,0,4,10,3,17,2.205350645130293,1.8836127912950456,0.0,0.4432030097164813,1.1080075242912033,0.33240225728736095,1.8836127912950456
17dec2934ccd42d7b02d4264290dec04,pre,2025-02-18,1,3.962107975001493,0,2,5,2,9,2.271518105206764,2.271518105206764,0.0,0.5047818011570587,1.2619545028926467,0.5047818011570587,2.271518105206764
17dec2934ccd42d7b02d4264290dec04,pre,2025-03-11,1,5.686362671756804,0,4,1,2,7,1.2310153966731332,1.2310153966731332,0.0,0.7034373695275048,0.1758593423818762,0.3517186847637524,1.2310153966731332
17dec2934ccd42d7b02d4264290dec04,pre,2025-03-18,1,12.000434248355294,0,8,8,4,20,1.666606356577561,1.666606356577561,0.0,0.6666425426310244,0.6666425426310244,0.3333212713155122,1.666606356577561
17dec2934ccd42d7b02d4264290dec04,pre,2025-03-25,2,10.362528085763383,0,8,6,1,15,1.492400762601564,1.4475232178726574,0.0,0.7720123828654172,0.579009287149063,0.09650154785817715,1.4475232178726574
17dec2934ccd42d7b02d4264290dec04,pre,2025-04-01,2,12.798717725530755,0,5,5,1,11,0.8905372018853603,0.8594610988300264,0.0,0.3906641358318302,0.3906641358318302,0.07813282716636605,0.8594610988300264
1e1f0a5baf04452ba71ce31f721700a7,post,2025-05-13,2,10.257066461817296,0,5,4,5,14,1.3691772651793697,1.364912672850084,0.0,0.4874688117321729,0.3899750493857383,0.4874688117321729,1.364912672850084
1e1f0a5baf04452ba71ce31f721700a7,post,2025-05-20,1,3.1684369297857464,0,3,3,1,7,2.20929125468606,2.20929125468606,0.0,0.9468391091511686,0.9468391091511686,0.3156130363837229,2.20929125468606
1e1f0a5baf04452ba71ce31f721700a7,post,2025-05-27,1,1.8111264912910396,0,0,0,1,1,0.5521425504008625,0.5521425504008625,0.0,0.0,0.0,0.5521425504008625,0.5521425504008625
1e1f0a5baf04452ba71ce31f721700a7,post,2025-06-17,1,9.860584379810666,0,11,6,4,21,2.129691222256264,2.129691222256264,0.0,1.1155525449913763,0.6084832063589325,0.405655470905955,2.129691222256264
1e1f0a5baf04452ba71ce31f721700a7,pre,2025-02-04,1,5.3217281333254265,0,0,8,1,9,1.6911799653275608,1.6911799653275608,0.0,0.0,1.5032710802911653,0.18790888503639566,1.6911799653275608
1e1f0a5baf04452ba71ce31f721700a7,pre,2025-03-18,2,7.0565493361314235,0,11,4,1,16,2.2866011084905686,2.267397170749691,0.0,1.5588355548904125,0.5668492926874228,0.1417123231718557,2.267397170749691
1e1f0a5baf04452ba71ce31f721700a7,pre,2025-04-08,1,5.952413685301996,0,3,6,3,12,2.015988913813402,2.015988913813402,0.0,0.5039972284533505,1.007994456906701,0.5039972284533505,2.015988913813402
24f36baf8aab424092875a3c5518c34c,post,2025-05-06,2,8.901452994823735,0,7,2,3,12,1.33882020924423,1.3480945197349348,0.0,0.7863884698453786,0.22468241995582244,0.3370236299337337,1.3480945197349348
24f36baf8aab424092875a3c5518c34c,post,2025-05-20,1,2.3630602093079345,0,1,0,0,1,0.4231800764369302,0.42318007643693023,0.0,0.42318007643693023,0.0,0.0,0.42318007643693023
24f36baf8aab424092875a3c5518c34c,post,2025-06-03,1,5.271049607095557,0,3,2,0,5,0.9485776785840364,0.9485776785840364,0.0,0.5691466071504219,0.37943107143361454,0.0,0.9485776785840364
24f36baf8aab424092875a3c5518c34c,post,2025-06-10,2,5.181871769713762,0,0,1,1,2,0.39102108843619576,0.38596092085668815,0.0,0.0,0.19298046042834407,0.19298046042834407,0.38596092085668815
24f36baf8aab424092875a3c5518c34c,post,2025-06-24,2,4.756556470564361,0,0,2,1,3,0.6266022873174293,0.630708374548963,0.0,0.0,0.42047224969930863,0.21023612484965432,0.630708374548963
24f36baf8aab424092875a3c5518c34c,pre,2025-02-18,1,3.329933713625129,0,1,1,1,3,0.9009188344275036,0.9009188344275038,0.0,0.3003062781425012,0.3003062781425012,0.3003062781425012,0.9009188344275038
24f36baf8aab424092875a3c5518c34c,pre,2025-02-25,1,4.15533238007025,0,3,4,2,9,2.1658917210006305,2.1658917210006305,0.0,0.7219639070002101,0.9626185426669468,0.4813092713334734,2.1658917210006305
24f36baf8aab424092875a3c5518c34c,pre,2025-03-25,1,4.321437318255682,0,1,0,4,5,1.1570224515065315,1.1570224515065315,0.0,0.2314044903013063,0.0,0.9256179612052252,1.1570224515065315
24f36baf8aab424092875a3c5518c34c,pre,2025-04-08,1,5.581747720347868,0,5,2,1,8,1.4332428480844028,1.4332428480844028,0.0,0.8957767800527517,0.3583107120211007,0.17915535601055035,1.4332428480844028
27efe841acc44f5099a1160226e06ccb,post,2025-04-29,1,11.999947548451985,0,9,2,3,14,1.1666717661450132,1.1666717661450132,0.0,0.75000327823608,0.16666739516357335,0.25000109274536,1.1666717661450132
27efe841acc44f5099a1160226e06ccb,post,2025-05-06,2,11.445607827288677,0,2,4,6,12,1.0663903438078015,1.0484371106433978,0.0,0.17473951844056632,0.34947903688113263,0.5242185553216989,1.0484371106433978
27efe841acc44f5099a1160226e06ccb,post,2025-05-13,1,2.765864681453925,0,0,0,1,1,0.3615505873101255,0.36155058731012557,0.0,0.0,0.0,0.36155058731012557,0.36155058731012557
27efe841acc44f5099a1160226e06ccb,post,2025-05-20,1,4.520994512430495,0,1,2,1,4,0.8847610827666306,0.8847610827666306,0.0,0.22119027069165764,0.4423805413833153,0.22119027069165764,0.8847610827666306
27efe841acc44f5099a1160226e06ccb,post,2025-06-03,1,3.817137957555176,0,2,2,0,4,1.0479055366817145,1.0479055366817145,0.0,0.5239527683408572,0.5239527683408572,0.0,1.0479055366817145
27efe841acc44f5099a1160226e06ccb,post,2025-06-24,1,4.668302340503507,0,2,2,0,4,0.8568425325187001,0.8568425325187001,0.0,0.42842126625935006,0.42842126625935006,0.0,0.8568425325187001
27efe841acc44f5099a1160226e06ccb,pre,2025-01-07,1,5.625997474675659,0,3,3,5,11,1.9552088406570347,1.9552088406570347,0.0,0.5332387747246459,0.5332387747246459,0.8887312912077431,1.9552088406570347
27efe841acc44f5099a1160226e06ccb,pre,2025-01-28,1,1.917881446298071,0,3,2,0,5,2.6070433131573854,2.607043313157385,0.0,1.564225987894431,1.042817325262954,0.0,2.607043313157385
27efe841acc44f5099a1160226e06ccb,pre,2025-02-18,1,7.566004887301732,0,8,4,3,15,1.982552248304119,1.982552248304119,0.0,1.05736119909553,0.528680599547765,0.39651044966082377,1.982552248304119
27efe841acc44f5099a1160226e06ccb,pre,2025-02-25,1,9.269942734836722,0,4,3,0,7,0.7551287208812835,0.7551287208812835,0.0,0.43150212621787626,0.3236265946634072,0.0,0.7551287208812835
27efe841acc44f5099a1160226e06ccb,pre,2025-03-11,1,5.002094582597337,0,3,0,0,3,0.5997487553388585,0.5997487553388585,0.0,0.5997487553388585,0.0,0.0,0.5997487553388585
27efe841acc44f5099a1160226e06ccb,pre,2025-03-25,1,2.837154882590065,0,2,2,1,5,1.76232888471547,1.7623288847154701,0.0,0.7049315538861881,0.7049315538861881,0.35246577694309406,1.7623288847154701
27efe841acc44f5099a1160226e06ccb,pre,2025-04-01,1,2.7796108244916846,0,1,1,0,2,0.7195251876189342,0.7195251876189342,0.0,0.3597625938094671,0.3597625938094671,0.0,0.7195251876189342
348ab9962ece4e55b0ce9aa04adaf71b,post,2025-04-22,1,3.311738720007945,0,0,1,2,3,0.905868564411628,0.9058685644116281,0.0,0.0,0.30195618813720937,0.6039123762744187,0.9058685644116281
348ab9962ece4e55b0ce9aa04adaf71b,post,2025-05-06,2,6.556511972886036,0,4,3,1,8,1.1431162325488116,1.2201609686802068,0.0,0.6100804843401034,0.4575603632550776,0.15252012108502586,1.2201609686802068
348ab9962ece4e55b0ce9aa04adaf71b,post,2025-05-13,1,4.759211803926753,0,3,4,0,7,1.470831786520702,1.4708317865207021,0.0,0.6303564799374438,0.8404753065832583,0.0,1.4708317865207021
348ab9962ece4e55b0ce9aa04adaf71b,post,2025-06-17,2,7.321204844279533,0,1,2,1,4,0.38999690433832374,0.5463581589477616,0.0,0.1365895397369404,0.2731790794738808,0.1365895397369404,0.5463581589477616
348ab9962ece4e55b0ce9aa04adaf71b,pre,2025-01-07,1,5.7839474652401055,0,3,9,4,16,2.7662768543724665,2.7662768543724665,0.0,0.5186769101948374,1.5560307305845125,0.6915692135931166,2.7662768543724665
348ab9962ece4e55b0ce9aa04adaf71b,pre,2025-01-14,2,10.223357819351797,0,7,11,2,20,1.93833459912752,1.9563044112710204,0.0,0.6847065439448571,1.0759674261990613,0.19563044112710204,1.9563044112710204
348ab9962ece4e55b0ce9aa04adaf71b,pre,2025-02-04,1,3.994740652896594,0,3,3,5,11,2.753620561581108,2.753620561581108,0.0,0.7509874258857566,0.7509874258857566,1.2516457098095946,2.753620561581108
348ab9962ece4e55b0ce9aa04adaf71b,pre,2025-02-11,1,5.540082769170857,0,3,1,1,5,0.9025135920033038,0.9025135920033038,0.0,0.5415081552019823,0.18050271840066076,0.18050271840066076,0.9025135920033038
348ab9962ece4e55b0ce9aa04adaf71b,pre,2025-03-04,1,6.716506190401095,0,4,4,3,11,1.6377562512665689,1.6377562512665689,0.0,0.5955477277332978,0.5955477277332978,0.4466607957999733,1.6377562512665689
348ab9962ece4e55b0ce9aa04adaf71b,pre,2025-03-11,1,3.056616939936049,0,2,2,1,5,1.635795422930755,1.6357954229307552,0.0,0.6543181691723021,0.6543181691723021,0.32715908458615106,1.6357954229307552
3851f86078c147048498bac873d32bb9,post,2025-05-06,1,1.36920974478061,0,2,0,0,2,1.460696586205251,1.460696586205251,0.0,1.460696586205251,0.0,0.0,1.460696586205251
3851f86078c147048498bac873d32bb9,post,2025-05-27,3,18.997424131716905,0,10,2,7,19,1.122073153784226,1.0001355903971632,0.0,0.5263871528406121,0.10527743056812243,0.3684710069884285,1.0001355903971632
3851f86078c147048498bac873d32bb9,post,2025-06-03,1,4.093030743156945,0,2,3,2,7,1.710224144224462,1.7102241442244621,0.0,0.48863546977841776,0.7329532046676266,0.48863546977841776,1.7102241442244621
3851f86078c147048498bac873d32bb9,post,2025-06-24,1,1.1945912903209548,0,0,1,0,1,0.8371063878519712,0.8371063878519712,0.0,0.0,0.8371063878519712,0.0,0.8371063878519712
3851f86078c147048498bac873d32bb9,pre,2025-01-21,1,4.198034498365778,0,3,3,1,7,1.667446992806986,1.667446992806986,0.0,0.7146201397744225,0.7146201397744225,0.23820671325814086,1.667446992806986
3851f86078c147048498bac873d32bb9,pre,2025-01-28,1,4.242688056125053,0,4,0,3,7,1.649897401694261,1.649897401694261,0.0,0.9427985152538634,0.0,0.7070988864403975,1.649897401694261
3851f86078c147048498bac873d32bb9,pre,2025-03-18,1,3.3725293203950493,0,5,5,3,13,3.854673678115633,3.854673678115633,0.0,1.4825667992752434,1.4825667992752434,0.889540079565146,3.854673678115633
3851f86078c147048498bac873d32bb9,pre,2025-03-25,1,5.114153322972063,0,5,5,1,11,2.15089366808569,2.15089366808569,0.0,0.9776789400389498,0.9776789400389498,0.19553578800778998,2.15089366808569
3851f86078c147048498bac873d32bb9,pre,2025-04-01,1,3.671408730477935,0,2,3,2,7,1.906625089680156,1.9066250896801558,0.0,0.5447500256229016,0.8171250384343525,0.5447500256229016,1.9066250896801558
3851f86078c147048498bac873d32bb9,pre,2025-04-08,2,7.843234331517259,0,12,7,4,23,2.939624669433927,2.9324637041095127,0.0,1.529981063013659,0.8924889534246344,0.5099936876712197,2.9324637041095127
39db2e32f4444b148643a4108c7fc103,post,2025-04-22,1,3.383340005687759,0,1,1,4,6,1.7733955174216465,1.7733955174216465,0.0,0.2955659195702744,0.2955659195702744,1.1822636782810976,1.7733955174216465
39db2e32f4444b148643a4108c7fc103,post,2025-05-13,3,7.5721804465954206,0,5,6,1,12,1.5996756908738992,1.5847482881097217,0.0,0.660311786712384,0.7923741440548608,0.1320623573424768,1.5847482881097217
39db2e32f4444b148643a4108c7fc103,post,2025-06-03,1,3.584986761689647,0,1,1,2,4,1.1157642317526306,1.1157642317526306,0.0,0.27894105793815765,0.27894105793815765,0.5578821158763153,1.1157642317526306
39db2e32f4444b148643a4108c7fc103,post,2025-06-10,1,2.7462114089893688,0,2,2,0,4,1.4565521018908143,1.4565521018908143,0.0,0.7282760509454071,0.7282760509454071,0.0,1.4565521018908143
39db2e32f4444b148643a4108c7fc103,post,2025-06-17,1,5.1290832616091695,0,0,2,2,4,0.7798664587763121,0.7798664587763121,0.0,0.0,0.38993322938815606,0.38993322938815606,0.7798664587763121
39db2e32f4444b148643a4108c7fc103,post,2025-06-24,2,8.408075910277839,0,4,1,5,10,1.1950482807863476,1.1893327446980146,0.0,0.47573309787920587,0.11893327446980147,0.5946663723490073,1.1893327446980146
39db2e32f4444b148643a4108c7fc103,pre,2025-01-14,1,6.229701564151245,0,3,3,3,9,1.4446919980549966,1.4446919980549966,0.0,0.48156399935166555,0.48156399935166555,0.48156399935166555,1.4446919980549966
39db2e32f4444b148643a4108c7fc103,pre,2025-02-18,1,5.748342041000516,0,7,4,5,16,2.783411266392762,2.783411266392762,0.0,1.2177424290468333,0.6958528165981905,0.8698160207477381,2.783411266392762
39db2e32f4444b148643a4108c7fc103,pre,2025-03-18,1,2.8047791363339467,0,0,0,1,1,0.3565343121123875,0.3565343121123875,0.0,0.0,0.0,0.3565343121123875,0.3565343121123875
39db2e32f4444b148643a4108c7fc103,pre,2025-03-25,1,4.128506787274782,0,3,3,2,8,1.9377466023934484,1.9377466023934484,0.0,0.7266549758975431,0.7266549758975431,0.4844366505983621,1.9377466023934484
3e5ec44cde6d4304ab58443d90368274,post,2025-04-08,4,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e5ec44cde6d4304ab58443d90368274,post,2025-04-15,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e5ec44cde6d4304ab58443d90368274,post,2025-04-22,7,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e5ec44cde6d4304ab58443d90368274,post,2025-04-29,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e5ec44cde6d4304ab58443d90368274,post,2025-05-06,5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e5ec44cde6d4304ab58443d90368274,post,2025-05-13,2,7.630174645580542,0,0,5,6,11,0.720822295094601,1.4416445901892019,0.0,0.0,0.6552929955405463,0.7863515946486556,1.4416445901892019
3e5ec44cde6d4304ab58443d90368274,post,2025-05-20,6,4.554272692513166,0,4,3,5,12,0.43914805612931973,2.6348883367759184,0.0,0.8782961122586395,0.6587220841939796,1.0978701403232993,2.6348883367759184
3e5ec44cde6d4304ab58443d90368274,post,2025-06-03,4,7.4989108616701845,0,3,3,2,8,0.5053733915941873,1.066821588837797,0.0,0.4000580958141739,0.4000580958141739,0.26670539720944925,1.066821588837797
3e5ec44cde6d4304ab58443d90368274,post,2025-06-10,2,3.3275644961772413,0,2,3,1,6,0.9015602863434944,1.8031205726869892,0.0,0.6010401908956631,0.9015602863434946,0.30052009544783154,1.8031205726869892
3e5ec44cde6d4304ab58443d90368274,post,2025-06-17,1,4.532916133175494,0,1,6,0,7,1.544259764430323,1.5442597644303233,0.0,0.22060853777576048,1.3236512266545628,0.0,1.5442597644303233
3e5ec44cde6d4304ab58443d90368274,post,2025-06-24,1,2.1075155777400223,0,0,0,1,1,0.4744923409165697,0.4744923409165697,0.0,0.0,0.0,0.4744923409165697,0.4744923409165697
3e5ec44cde6d4304ab58443d90368274,pre,2025-01-07,1,3.2191459427293028,0,1,1,0,2,0.621282798475527,0.621282798475527,0.0,0.3106413992377635,0.3106413992377635,0.0,0.621282798475527
3e5ec44cde6d4304ab58443d90368274,pre,2025-01-21,4,15.01128156230106,0,9,6,6,21,1.3976323525743917,1.3989478455149926,0.0,0.5995490766492826,0.399699384432855,0.399699384432855,1.3989478455149926
3e5ec44cde6d4304ab58443d90368274,pre,2025-02-18,1,3.2395493205357453,0,2,2,3,7,2.160794390635289,2.160794390635289,0.0,0.6173698258957968,0.6173698258957968,0.9260547388436953,2.160794390635289
3e5ec44cde6d4304ab58443d90368274,pre,2025-03-04,1,4.621692697767855,0,1,3,2,6,1.2982256485589854,1.2982256485589851,0.0,0.21637094142649754,0.6491128242794926,0.4327418828529951,1.2982256485589851
3e5ec44cde6d4304ab58443d90368274,pre,2025-03-11,1,2.831150856237679,0,1,2,0,3,1.0596397551159478,1.0596397551159478,0.0,0.3532132517053159,0.7064265034106318,0.0,1.0596397551159478
3e7365e2a1894d95b115a245ed9af0ec,post,2025-04-22,1,9.967177687052471,0,6,4,7,17,1.7055981676822398,1.7055981676822398,0.0,0.6019758238878493,0.4013172159252329,0.7023051278691576,1.7055981676822398
3e7365e2a1894d95b115a245ed9af0ec,post,2025-05-20,1,2.4600205530879693,0,1,2,1,4,1.6260026750503989,1.6260026750503989,0.0,0.4065006687625997,0.8130013375251994,0.4065006687625997,1.6260026750503989
3e7365e2a1894d95b115a245ed9af0ec,post,2025-05-27,1,3.206913025043981,0,0,2,2,4,1.2473054207465268,1.247305420746527,0.0,0.0,0.6236527103732635,0.6236527103732635,1.247305420746527
3e7365e2a1894d95b115a245ed9af0ec,post,2025-06-03,4,12.108225083067616,0,4,4,1,9,0.8807931006887894,0.7432963905325629,0.0,0.3303539513478057,0.3303539513478057,0.08258848783695143,0.7432963905325629
3e7365e2a1894d95b115a245ed9af0ec,post,2025-06-10,2,10.490990744184312,0,3,4,0,7,0.7203682509375098,0.667239174134288,0.0,0.285959646057552,0.381279528076736,0.0,0.667239174134288
3e7365e2a1894d95b115a245ed9af0ec,pre,2025-01-14,1,4.3135833841479965,0,2,3,2,7,1.6227807316126832,1.6227807316126832,0.0,0.4636516376036238,0.6954774564054357,0.4636516376036238,1.6227807316126832
3e7365e2a1894d95b115a245ed9af0ec,pre,2025-01-28,1,8.078737367715426,0,4,2,3,9,1.1140354724200046,1.1140354724200046,0.0,0.4951268766311132,0.2475634383155566,0.3713451574733349,1.1140354724200046
3e7365e2a1894d95b115a245ed9af0ec,pre,2025-03-11,2,7.948578586540531,0,4,4,2,10,1.3631445827821012,1.258086573734476,0.0,0.5032346294937904,0.5032346294937904,0.2516173147468952,1.258086573734476
3e7365e2a1894d95b115a245ed9af0ec,pre,2025-03-18,3,16.85661046959545,0,5,10,7,22,1.3614921174084709,1.3051259646583024,0.0,0.2966195374223415,0.593239074844683,0.41526735239127804,1.3051259646583024
